PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag
10701,256,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,POST-GRADUATE,41,F,23000,144,1,0,1,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,679,P2
10702,49,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,2,9,3,2,2,Married,OTHERS,58,M,24000,302,0.375,0.5,0.973,-99999,0,0.713,1,0.5,0,0.5,0,7.292,1,0,others,others,689,P2
10703,45,6,4,3,55,25,2,3,1,25,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,4,3,3,8,7,8,24,17,13,9,Married,12TH,34,M,23000,241,1,0.667,0.359,-99999,0,-99999,0,0.875,1,0.875,0.75,1.036,0,0,ConsumerLoan,CC,625,P4
10704,77,10,6,2,26,26,0,2,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,3,1,2,149,3,1,0,Married,GRADUATE,33,M,35000,125,1,0,0.477,-99999,0,0.477,1,0.5,0,0.333,0,7,0,0,PL,PL,663,P3
10705,32,32,9,8,60,45,0,1,1,0,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,0,0,0,1,1,1,10,10,7,4,Married,12TH,45,M,25000,149,0.333,0.333,0.937,-99999,0,-99999,0,1,0,1,0,-99999,1,0,AL,others,642,P4
10706,24,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,35,5,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,Married,12TH,39,M,39000,125,1,0,1.001,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,678,P2
10707,72,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,78,3,1,1,Single,GRADUATE,27,M,10000,95,0.333,0.5,1,-99999,0,1,1,1,0,1,0,1,0,0,PL,others,662,P3
10708,63,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,221,1,0,0,Married,SSC,31,M,53000,131,1,0,0.822,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,672,P2
10709,385,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,32,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1366,0,0,0,Single,12TH,30,M,23000,154,1,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,690,P2
10710,78,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,10,4,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,134,1,1,0,Single,GRADUATE,30,M,19000,105,0.833,1,0.348,-99999,0,-99999,0,1,0,1,0,0.789,0,0,PL,others,701,P3
10711,78,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,165,3,3,0,Single,GRADUATE,28,M,34000,69,0.5,0.5,0.5,-99999,0,-99999,0,0,0,0,0,0.676,0,0,ConsumerLoan,ConsumerLoan,671,P2
10712,83,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,1,1,1,1,3,15,12,12,Married,GRADUATE,34,M,70000,78,1,0.5,0.99,-99999,0,-99999,0,1,1,1,1,-99999,0,1,ConsumerLoan,HL,621,P4
10713,52,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,4,4,2,Single,UNDER GRADUATE,23,M,36000,119,1,1,0.484,-99999,0,-99999,0,0,0,0,0,2.615,0,0,ConsumerLoan,others,665,P3
10714,81,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,30,3,3,3,Single,12TH,25,M,25000,70,1,0,0.732,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,662,P3
10715,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,1,1,1,Married,PROFESSIONAL,25,M,18000,80,1,0,1.126,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,ConsumerLoan,668,P3
10716,26,6,5,2,55,25,1,2,1,25,55,1,0,25,5,11,0,0,0,0,0,0,0,0,0,25,9,0,0,0,3,0,1,217,2,0,0,Married,SSC,41,M,18500,189,0.25,0,0.019,-99999,0,-99999,0,0,0,0,0,0.086,0,0,others,ConsumerLoan,681,P2
10717,366,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,49,10,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,246,1,0,0,Married,SSC,32,M,25000,69,0.333,0,1.158,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,713,P1
10718,54,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,575,0,0,0,Married,UNDER GRADUATE,42,M,25000,134,0.5,0,0.992,-99999,0,-99999,0,0,0,0,0,-99999,0,1,HL,HL,709,P1
10719,76,3,3,1,25,25,1,1,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,253,1,0,0,Married,GRADUATE,31,M,20500,124,1,0,0.993,-99999,0,-99999,0,0,0,0,0,-99999,0,1,HL,HL,675,P2
10720,20,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,540,0,0,0,Married,12TH,35,M,32000,186,0.75,1,0.788,0.257,1,-99999,0,0,0,0,0,0.108,0,0,AL,others,705,P1
10721,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,11,4,10,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,31,F,18000,189,0,0.6,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,696,P2
10722,70,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,12TH,21,M,10000,74,1,0,0.818,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,687,P2
10723,416,32,32,2,22,22,0,0,0,-99999,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,93,1,1,0,Married,SSC,43,F,25000,186,0.222,0,0,-99999,0,-99999,0,0,0,0,0,0,1,0,others,others,660,P3
10724,47,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,12TH,24,M,18000,31,1,1,0.513,-99999,0,-99999,0,0,0,0,0,0.459,0,0,others,others,686,P2
10725,65,25,13,2,52,52,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,52,9,3,2,3,1,0,1,9,9,5,4,Single,GRADUATE,24,M,30000,78,0.4,0,1.762,-99999,0,-99999,0,0,0.667,0,0.667,1.44,1,0,ConsumerLoan,ConsumerLoan,662,P3
10726,122,33,2,13,306,91,4,8,4,183,306,13,13,94,0,5,0,0,0,0,0,0,0,0,0,91,2,0,0,0,0,0,0,2,1,1,1,Married,SSC,42,M,30000,99,0.227,0,1.096,-99999,0,-99999,0,0,0,0,0,9.167,1,0,ConsumerLoan,others,666,P3
10727,2089,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,GRADUATE,30,M,32000,220,1,0,0,0,1,-99999,0,0,0,0,0,0.028,0,0,others,others,693,P2
10728,76,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,465,0,0,0,Single,12TH,25,M,20000,66,1,0,0.707,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,681,P2
10729,74,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1108,0,0,0,Married,12TH,25,M,15000,56,1,0,0.076,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,682,P2
10730,190,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,191,4,0,0,Married,GRADUATE,42,M,60000,183,1,0,0.965,-99999,0,0.965,1,0,0,0,0,4.167,0,0,PL,HL,684,P2
10731,322,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,39,6,14,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,GRADUATE,34,M,29000,105,0.25,1,1.02,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,700,P2
10732,81,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,19,4,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,3,1,Married,GRADUATE,30,M,32000,107,0.5,1,0.484,-99999,0,-99999,0,0,0,0,0,0.562,1,0,others,others,694,P2
10733,84,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,594,0,0,0,Married,GRADUATE,37,M,28000,125,1,0,0.601,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,675,P2
10734,39,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,497,0,0,0,Married,GRADUATE,36,M,60000,114,0.222,0,0.962,-99999,0,-99999,1,0,0,0,0,-99999,0,1,ConsumerLoan,ConsumerLoan,695,P2
10735,89,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,2,2,Married,GRADUATE,26,F,30000,55,0.5,0,0.25,-99999,0,-99999,0,0,0,0,0,0.563,0,0,ConsumerLoan,ConsumerLoan,674,P2
10736,57,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,3,3,12,10,7,4,Single,OTHERS,26,M,30000,126,0.75,0.75,0.969,-99999,0,0.968,1,1,0,1,0,1.375,0,0,others,ConsumerLoan,662,P3
10737,36,3,3,1,25,25,1,1,0,25,25,0,0,17,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,296,1,0,0,Married,GRADUATE,37,M,23000,129,0.667,0,1.008,-99999,0,-99999,0,0,0,0,0,0.24,1,0,ConsumerLoan,ConsumerLoan,689,P2
10738,82,32,31,2,89,59,0,0,0,0,0,2,1,23,0,0,0,0,0,0,0,0,0,0,0,59,7,0,0,0,2,2,2,9,5,3,1,Married,UNDER GRADUATE,29,M,45000,62,0.429,0.667,0.6,-99999,0,-99999,0,1,0,1,0,2.373,1,0,ConsumerLoan,others,669,P2
10739,75,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,482,0,0,0,Married,SSC,42,M,35000,121,0.5,0,0.15,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,683,P2
10740,-99999,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,27,M,17000,128,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,675,P2
10741,79,35,23,11,90,60,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,0,0,0,0,113,2,2,0,Married,SSC,40,M,20000,42,0.75,1,0.723,-99999,0,-99999,0,0,0,0,0,1.364,0,0,others,others,673,P2
10742,62,31,17,14,31,31,0,0,0,0,0,1,0,20,4,10,0,0,0,0,0,0,0,0,0,13,10,0,0,0,4,1,1,2,2,1,1,Single,GRADUATE,42,M,25000,102,0.4,0.5,0.444,-99999,0,0.583,1,1,0,0.25,0,11.825,1,0,PL,others,691,P2
10743,-99999,31,23,8,390,240,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,240,3,0,0,0,0,0,0,137,2,2,0,Married,12TH,45,M,45000,223,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,672,P2
10744,711,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,3,3,Single,12TH,27,M,21000,43,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,ConsumerLoan,664,P3
10745,29,27,16,4,151,89,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,89,4,0,0,0,0,0,0,580,0,0,0,Married,SSC,29,M,25000,184,0.167,0.5,0.932,-99999,0,-99999,0,0,0,0,0,0.487,1,0,ConsumerLoan,ConsumerLoan,678,P2
10746,44,25,3,14,34,3,2,6,4,3,3,5,0,28,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,7,4,4,4,Married,GRADUATE,37,M,15000,83,0.4,0,0.123,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,others,657,P4
10747,49,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,4,1,6,6,2,Married,UNDER GRADUATE,50,M,30000,120,1,1,0.899,-99999,0,0.899,1,1,0,1,0,6.667,0,0,ConsumerLoan,PL,650,P4
10748,64,3,3,1,3,3,1,1,0,3,3,0,0,17,2,2,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,2,175,3,1,0,Married,SSC,51,M,25000,29,0.4,0,0.762,-99999,0,0.886,1,0,0,0,0,4,1,0,others,PL,705,P1
10749,2490,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,GRADUATE,34,M,22000,93,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,691,P2
10750,50,20,20,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,2,0,0,734,0,0,0,Married,SSC,32,M,18000,110,0.667,0,0.883,-99999,0,-99999,1,0,0,0,0,-99999,0,1,HL,HL,690,P2
10751,1334,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,2,2,Married,UNDER GRADUATE,34,M,20000,125,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,HL,664,P3
10752,80,25,3,13,30,9,1,5,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,804,0,0,0,Married,GRADUATE,29,M,45000,105,1,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,683,P2
10753,635,15,10,6,178,27,0,2,2,-99999,57,5,4,7,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,1,1,1,Single,12TH,37,M,12,185,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,ConsumerLoan,665,P3
10754,49,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,228,4,0,0,Single,GRADUATE,25,M,14000,34,1,0,0.842,-99999,0,-99999,0,0,0,0,0,-99999,0,0,PL,others,686,P2
10755,1858,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,377,0,0,0,Married,UNDER GRADUATE,32,M,20000,93,0,0,0,-99999,0,-99999,1,0,0,0,0,-99999,0,0,CC,PL,699,P2
10756,60,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,17,4,2,3,9,9,9,18,16,14,10,Single,GRADUATE,22,M,20000,35,0.333,1,0.002,-99999,0,-99999,1,1,0.667,1,0.5,-99999,0,0,CC,CC,616,P4
10757,51,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,35,8,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,596,0,0,0,Single,GRADUATE,21,M,30000,78,1,0,0.903,-99999,0,-99999,0,0,0,0,0,-99999,0,1,HL,HL,698,P2
10758,50,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,2,7,3,7,12,16,9,5,Single,12TH,27,M,16000,131,1,0.75,0.728,0.988,1,-99999,0,0.429,1,0.429,1,6.553,0,0,PL,PL,643,P4
10759,338,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,41,4,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1173,0,0,0,Married,SSC,41,M,40000,70,0.2,0,1,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,718,P1
10760,63,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,46,10,29,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,1,1,3,2,1,Married,12TH,31,M,45000,150,0.611,0.333,0.747,-99999,0,0.831,1,0,0,0,0,9.884,1,0,ConsumerLoan,ConsumerLoan,715,P1
10761,399,-99999,-99999,0,-99999,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1184,0,0,0,Married,GRADUATE,35,M,65000,203,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,693,P2
10762,79,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,34,4,10,0,0,0,0,0,0,0,0,0,0,12,1,0,0,3,0,0,273,1,0,0,Married,GRADUATE,44,M,25000,78,0.2,0,0.183,-99999,0,0.183,1,0,0,0,0,2,0,0,others,CC,696,P2
10763,160,31,27,5,56,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,1,0,0,24,2,2,1,Married,POST-GRADUATE,24,M,24000,48,0.4,1,1.2,-99999,0,-99999,0,0,0,0,0,0.854,1,0,others,others,668,P3
10764,60,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,116,1,1,0,Married,12TH,39,M,14500,243,0.077,1,0.831,-99999,0,-99999,0,0,0,0,0,1.483,1,0,ConsumerLoan,ConsumerLoan,709,P1
10765,70,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,2,2,1,13,13,11,Single,12TH,29,M,24000,106,0.667,1,0.788,-99999,0,-99999,0,1,0,1,0,1.692,1,1,ConsumerLoan,AL,644,P4
10766,62,18,8,2,23,23,0,1,1,0,23,0,0,36,12,32,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,873,0,0,0,Married,UNDER GRADUATE,30,M,15000,61,0.714,0.5,0.209,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,702,P3
10767,87,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,154,2,2,0,Single,SSC,23,M,9000,21,1,1,0.858,-99999,0,-99999,0,1,0,1,0,1.667,0,0,PL,ConsumerLoan,665,P3
10768,70,28,3,10,90,24,1,3,2,24,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,0,0,0,0,163,1,1,0,Married,SSC,40,M,15000,67,0.333,1,0.669,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,687,P2
10769,32,35,20,20,510,205,0,0,0,0,0,19,19,3,0,0,0,0,0,0,0,0,0,0,0,147,17,0,0,0,5,0,0,821,0,0,0,Married,SSC,46,M,15000,48,0.222,0,0.796,-99999,1,0,1,0,0,0,0,2.667,0,1,ConsumerLoan,others,704,P1
10770,50,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,14,4,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,539,0,0,0,Single,UNDER GRADUATE,29,M,14000,50,1,0,0.771,-99999,0,-99999,0,0,0,0,0,18.929,0,0,others,others,682,P2
10771,634,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,319,1,0,0,Married,12TH,60,M,15000,131,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,1,others,PL,700,P2
10772,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,GRADUATE,46,M,25000,112,1,1,0.996,-99999,0,-99999,0,0,0,0,0,3.52,0,0,others,others,678,P2
10773,822,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1478,0,0,0,Single,GRADUATE,22,M,19000,30,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,690,P2
10774,68,35,17,13,273,180,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,180,5,0,0,0,0,0,0,134,1,1,0,Single,UNDER GRADUATE,30,M,20000,146,0.5,0,0.759,-99999,0,-99999,0,0,0,0,0,-99999,0,0,AL,AL,691,P2
10775,82,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,128,2,1,0,Single,12TH,21,M,12000,47,1,0,0.822,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,673,P2
10776,50,29,2,11,90,84,1,1,0,84,84,10,3,8,3,5,0,0,0,0,0,0,0,0,0,84,5,0,0,0,1,0,0,66,2,2,2,Married,SSC,31,M,15000,129,1,1,1.163,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,AL,683,P2
10777,63,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,2,5,2,2,2,41,13,9,4,Married,UNDER GRADUATE,56,M,20000,125,1,0.667,0.816,-99999,0,0.947,1,1,0.4,1,0.4,12.541,0,0,others,CC,647,P4
10778,56,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,19,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,209,1,0,0,Married,SSC,35,M,26000,17,0.5,1,0.993,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,693,P2
10779,21,6,5,2,4,3,1,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,2,2,Single,GRADUATE,22,F,14000,25,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,661,P3
10780,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,2,2,1,9,9,9,Married,12TH,25,M,19000,53,1,1,0.829,-99999,0,-99999,0,1,0,1,0,4.578,0,0,ConsumerLoan,ConsumerLoan,621,P4
10781,-99999,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1276,0,0,0,Married,12TH,44,M,20000,240,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,695,P2
10782,47,35,3,4,15,14,1,1,0,2,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,7,4,2,2,Married,OTHERS,41,M,25000,98,0.714,0,0.984,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,others,693,P2
10783,30,13,11,2,25,25,0,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,45,1,1,1,Married,GRADUATE,47,F,18000,45,0.75,0.5,0.642,-99999,0,-99999,0,0,0,0,0,1.116,0,0,ConsumerLoan,others,674,P2
10784,734,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,32,4,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,123,1,1,0,Single,12TH,23,M,22100,121,1,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,687,P2
10785,247,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,16,4,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,66,3,3,2,Married,GRADUATE,54,M,15000,358,1,0,0.993,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,673,P2
10786,95,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,75,1,7,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,SSC,36,M,12868,77,0.042,1,1.037,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,718,P1
10787,42,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1,5,1,4,32,9,5,2,Single,SSC,25,M,20000,38,0.5,0.4,0.791,-99999,0,0.843,1,0.25,1,0.2,1,15.052,0,0,ConsumerLoan,ConsumerLoan,678,P2
